artistName,tag1,tag2,tag3
New West,Canadian,indie rock,Dirty South
Tim Mahendran,Tim Mahendran,british
Stealers Wheel,classic rock,rock,70s
Enrique Iglesias,pop,latin,spanish
Lumilunia,
Jaymes Young,indie,alternative,electronic
Rick Astley,pop,80s,rickroll
Agosto,post-hardcore,indie,screamo
Crystal Slowdown,
AronChupa,dance,electronic,swedish
Jamaican Reggae Cuts,jamaica
Paul Canning,
Pensamento Positivo,subliminal,meditacion
Marka Akme,cumbia,uruguay,jamendo
Mc Rf,brazil
Lao Ra,pop,Colombia,latin
Lionel Richie,soul,pop,80s
JP Saxe,indie,pop,singer-songwriter
Ghali,trap,italian,rap
Katy Perry,pop,female vocalists,pop rock
Jack Cashion,
Jeff Buckley,singer-songwriter,rock,alternative
Youth Lagoon,dream pop,Lo-Fi,indie
Estelle,rnb,soul,female vocalists
El Reja,uruguay
Nothingtosay,Lo-Fi,electronic,chill
Khalid,soul,pop,rnb
Charlie Wilder Band,jazz
Manuel Lorca,
Wildy,
Kid Bloom,new wave,indie,USA
Miranda,pop,soul,Colombia
LeetStreet Boys,rock,pop,anime
Kevin Kline,rock,country,beatles
Aníbal Troilo,tango,argentina,bandoneon
Yomoti,to tag
Perro Primo,dog,argentina,primo
The Turtles,60s,classic rock,rock
Sponsors,soul,indie,dance
4*TOWN (From Disney and Pixar’s Turning Red),pop,fictional,Disney
MisterWives,indie,pop,indie pop
Adriel Yanel,
Alan Silvestri,Soundtrack,instrumental,composer
Grove Street Quartet,jazz,instrumental
Asia,Progressive rock,classic rock,rock
j mena,pop,argentina,pop latin
Soledad,folk,tango,argentina
Samuel E. Wright,Disney,Soundtrack,musical
UB40,reggae,80s,ska
Hannah Grace,indie,soul,singer-songwriter
Maskavo,reggae,brazilian,brasil
Doblecero,rap,anime,chileno
Chase McBride,singer-songwriter,folk,jack johnson
Mississippi John Hurt,blues,delta blues,folk
Turf,Rock Argentino,rock,argentina
Collie Buddz,reggae,dancehall,ragga
David Lebón,All,Progressive rock,argentina
Jambao,All,argentina,cumbia
Residente,puerto rico,latin,rap
Miranda!,pop,electropop,argentina
Visión Juvenil,
Hello Seahorse!,indie pop,indie,mexican
León Gieco,argentina,Rock Argentino,rock
Terapia Distópica,
Indila,french,pop,female vocalists
Mena Massoud,Soundtrack,Canadian,Disney
Invisible,Progressive rock,Rock Argentino,argentina
Alex Lahey,indie rock,australian,indie
Anuel AA,Reggaeton,trap,rap
Take That,pop,british,britpop
La Mafe Mendez,
Two Steps from Hell,Soundtrack,instrumental,epic
Troy Ogletree,rap,synthpop
Bear's Den,folk,indie folk,acoustic
Scouting For Girls,indie,british,indie pop
Ruido Blanco para Dormir,
Caesars,indie,swedish,indie rock
Patrick Park,singer-songwriter,folk,acoustic
Citys Of Collides,
Tribalistas,mpb,brazilian,brasil
Aguamenti,
Éfeta Eucaristía de Fe,
Cabe,
Zaz,jazz,french,female vocalists
Hugo Del Carril,tango,latin,argentina
Leyenda Barrial Boy'z,
Ashtar Command,indie,chillout,psychedelic
The Shelters,indie rock,Southern Rock,indie
The Three Sum,indie,punk,switzerland
Isaac Hale,
SEBASTIAN PAUL,ambient,drone,Lo-Fi
Nathan Hawes,australia
Pedro Infante,ranchera,mariachi,mexico
Jessie J,pop,british,female vocalists
Stephen Wake,acoustic guitar
Gustav Scheringer Duo,jazz
Salt-N-Pepa,Hip-Hop,rap,female vocalists
Bahada,
Jorja Smith,rnb,soul,Neo-Soul
Rainfall Place,
Jon Batiste,jazz,soul,piano
Maisie Peters,pop,folk,my top songs
Swavé,
Superdiver,
Enur,dance,electronic,House
Andy Sheppard Quartet,jazz,instrumental,sax
Michel Teló,sertanejo,brazilian,pop
Graham Phillips,us
Militantes del Climax,rap,funk,Hip-Hop
Bossa Nova Covers,Femailed vocalists,brazil,female vocalists
Shiloh Church Choir,
Bill Withers,soul,funk,70s
El tema del verano,
Salta La Banca,argentinian,argentina,Machism
Josh Groban,Classical,pop,opera
Adam Hicks,rap,pop,electronic
Gucci Mane,Hip-Hop,rap,Dirty South
Ms. Lauryn Hill,soul,rnb,Neo-Soul
brillion.,electronic,Lo-Fi,instrumental hip-hop
Idina Menzel,female vocalists,Broadway,musicals
Timber Timbre,folk,Canadian,indie folk
DENNIS,krautrock,psychedelic,funk
Tasha Layton,ccm,gospel,christian
Kevin Kaarl,folk,mexico,beautiful
Facu Vazquez,
Dexys Midnight Runners,new wave,80s,british
Maluma,Reggaeton,latin,Colombia
Noise Chillantro,
Courtney Barnett,singer-songwriter,folk,indie
Copa Mundial de Fútbol Orqestra,
Carlos Gardel,tango,argentina,tango argentino
Sofia Carson,pop,female vocalists,Disney
U.S.A. For Africa,pop,80s,rock
Scandinavian White Noise,
Antonio De Lucena,instrumental,spanish guitar,classical guitar
JVO the Writer,latino,Reggaeton,Puerto Rican
Mino Lawrence,
EXOA,
Meghan Trainor,pop,female vocalists,soul
Richard Sapphire,guitar
Carole King,singer-songwriter,female vocalists,folk
Conan Gray,pop,indie pop,indie
Joze,
Essential Worship,
Jungle,electronic,psychedelic,techno
Sandro,argentina,sandro,Rock Argentino
Roze Oficial,
Sen Senra,indie,pop,rnb
La Garfield,latin,jazz,funk
Sara Farell,country,pop,indie
Fall Out Boy,pop punk,rock,alternative
Salmistas y Adoradores,
Lo' Pibitos,hip hop,Hip-Hop,pop rap
Midel,
RAC,electronic,electro,electronica
Santiago Ibarra,
Robin Schulz,electronic,dance,german
StyccO,white noise
Yoseline Hoffman,latin,pop,youtuber
Ozuna,Reggaeton,latin,puerto rico
La Sonora Dinamita,cumbia,latin,salsa
Redbone,classic rock,rock,70s
Fireboy DML,afrobeats,nigeria,rap
El Soldado,Rock Argentino,argentina,country
Dalbani,spanish,spain,catala
Yofrangel,rap,latin,Hip-Hop
Jimmy Buffett,singer-songwriter,beach music,country
TINI,argentina,deep house,latin pop
Mat McHugh,australian,Surf,acoustic
Izzie,
LAGOS,venezuela,ambient,soundscape
Mauro Cerutti,
Disney Kids Band,
Jayesslee,female vocalists,acoustic,indie
Martox,dominican republic,Dominican
Royal Blood,rock,Garage Rock,alternative rock
Ringtone R,
Josué Anuar,
Shinehead,reggae,dancehall,jamaican
MC's Zaac,brazil,brazilian
The Mowgli's,indie,folk,alternative
Beethoven,Classical,instrumental,romantic
Silk City,House,pop,electronic
CHAD,lounge,chillout,electronic
Guy Penrod,Guy Penrod,Southern Gospel,gospel
Inhaler,indie rock,rock,alternative
The Noise Nannies,
Los Palmeras,cumbia,argentina,tropical
Royal Teeth,indie,indie pop,indie rock
DJ Yoyo Sanchez,
Rosanelda Aguirre,
Milo j,rap,folk,urban
Best Of Hits,dance,pop,other
La Pantera,
Chyno Miranda,latin,pop,latino
The Backseat Lovers,indie rock,rock,Garage Rock
Rihanna,pop,rnb,female vocalists
David Bisbal,spanish,latin,pop
The Mountains,synthpop,indie,electropop
Halconizados de Amor,
Gorillaz,electronic,alternative,Hip-Hop
Matthew Morrison,glee,pop,Broadway
Banda de Turistas,argentina,indie,indie pop
A Dreaming Machine,
Navío Prisma,
Ron Adelaar,contemporary classical,dutch,netherlands
OMI,reggae,electronic,hardcore
Cazzu,pop,Hip-Hop,rnb
Marvin Gaye,soul,funk,motown
Eliminar,under 2000 listeners
Latin Fresh,Reggaeton,Panama,spanish
All Night Chill Makers,chill,Nature
Jóvenes Catedral de San Isidro,
Vanthra,rock,argentina,Rock Argentino
Gente De Zona,Reggaeton,cubaton,cuba
The Avener,electronic,House,deep house
Doctor Sleep,dream pop,industrial,power glam
Ruanzinho,brazil,brasil,brazilian
Miley Cyrus,pop,female vocalists,dance
Susie Mills,
DJ Alex,hardcore,trance,techno
Juanes,latin,pop,spanish
Brenda Lee,oldies,60s,country
White Lies,indie rock,post-punk,british
MIKA,pop,british,britpop
Ambientics,
Sin Bandera,latin,Romantica,pop
DNCE,pop,pop rock,dance
Bolonky,
Husky Loops,indie rock,italian,indie
SuperHeavy,reggae,rock,soul
Ana Paula,brazil,alternative rock,latin pop
Taio Cruz,rnb,pop,Hip-Hop
Nando Reis,mpb,rock,brazilian
Mike Posner,Hip-Hop,rnb,pop
King Chango,ska,latin,reggae
Gauchos Of The Pampa,
Cupido,pop,indie,spanish
Me First and the Gimme Gimmes,punk rock,punk,covers
La Quinta Estacion,spanish,pop,latin
Marília Mendonça,sertanejo,brazil,pop
RingtoneFeeder,
Belle and Sebastian,indie,indie pop,alternative
John Martin,folk,singer-songwriter,acoustic
Salomón Beda,Colombia,folk,latin
Dj Lauuh,joda,boliche,Cachengue
Guitarras Venturosas,
Blame Jones,
Sal Ritter,jazz
Joseph Williams,rock,pop,singer-songwriter
Healy,Hip-Hop,rap,indie
bauti bory,
Deep Horizon Waves,
EKKSTACY,emo,indie,post-punk
Barrett Wilbert Weed,Broadway,musical,actress
Kakkmaddafakka,indie,norwegian,indie rock
La Delio Valdez,cumbia,argentina,latin
Wise "the Gold Pen",Reggaeton
Pinar Toprak,Soundtrack,orchestral,video game music
Paul Young,80s,pop,new wave
Ella Es Tan Cargosa,argentina,Rock Argentino,rock
Frank Manuel,
Mind Entrainment Doctor,
Jay Rock,Hip-Hop,rap,Gangsta Rap
Katelyn Tarver,pop,female vocalists,teen pop
Parkineos,spanish,hardcore,hardcore techno
Gladys Knight & The Pips,soul,motown,rhythm and blues
MKTO,pop,alternative,indie
Tehsinapsis,
Joao Alves,
filous,electronic,chillout,House
Callejeros,Rock Argentino,rock,argentina
Eliseo Renteria,
Mark Keali'i Ho'omalu,Hawaiian,world,traditional
Matthew "Mdot" Finley,pop,hip hop,dance
Atmosphere of Calm,
The Clear Mind,
Anthony Lazaro,rnb,jazz,germany
Kevsho,
Cassia,indie pop,indie,synthpop
Corey Hawkins,american
Coco Lemonade,
Redfoo,Hip-Hop,electro,party rock
Alice Cooper,hard rock,classic rock,glam rock
Reality Sound,pink noise,noise
David García Llop,
'In The Heights' Original Broadway Company,USA,american,musical
Matt-Felix,indie,pop
Ryan,pop,trance,k-pop
The Goo Goo Dolls,rock,alternative rock,alternative
Snoop Dogg,Hip-Hop,rap,Gangsta Rap
Daryl Hall & John Oates,80s,pop,soft rock
Mariana Baggio,
Xavier Rivera,
Heavy D & The Boyz,Hip-Hop,rap,new jack swing
Oliver Young,
BLACKPINK,k-pop,Kpop,pop
Inside Trace,
Harry Gregson-Williams,Soundtrack,instrumental,Classical
Hillsong Chapel,worship,christian,Hillsong
Los Cocoa,
Glenn Close,Broadway,Glenn Close,Soundtrack
Magdalena Fleitas,argentina
DJ Zinc,Drum and bass,jungle,electronic
Harry Styles,pop,rock,pop rock
Saint Motel,indie,indie rock,indie pop
WizTheMc,rap,Hip-Hop,south african
Papa Roach,Nu Metal,rock,alternative rock
Austyn Johnson,the greatest showman,United States,Austyn Johnson
Calvin Harris,electronic,dance,electro
Kosheen,trip-hop,electronic,Drum and bass
John Mayer,singer-songwriter,acoustic,rock
Bearson,norwegian,electronic,Norway
Connie Isla,pop,argentina,Fusion
Cuarteto Ambitus,
Kaysien,
iamjakehill,rap,Hip-Hop,underground rap
Maxi Espindola,latin,pop,spanish
Terra Samba,samba,Axe,musica brasileira
Chiky Dee Jay,
George Gershwin,Classical,jazz,piano
The Isley Brothers,soul,funk,motown
Banda XXI,español,argentina,Cuarteto
Only Noise Machine,
Villanos,rock alternativo,rock,punk rock
Lukas Kasha,indie,rock,pop
Worry Less,
Ilan Eshkeri,Soundtrack,instrumental,composer
El Plan De La Mariposa,Psychedelic Rock,funk,reggae
Gusty dj,
Bobby Caldwell,soul,Smooth Jazz,jazz
Blasterjaxx,House,electro house,dutch
Adrian Gurvitz,pop,rock,soul
Duko,
Rei Yamauchi Fulker,
Tiësto,trance,electronic,dance
Yael Naim,female vocalists,folk,indie
Olga Merediz,musical,american,Broadway
Eyez,Grime,UK,canada
Facundo Russo,
Los Nocheros,folklore argentino,argentina,los nocheros
Tomas Chris,indie
Luciano DJ,
Flo Rida,Hip-Hop,rap,hip hop
Debby Ryan,pop rock,female vocalists,Pop-Rock
Alejo y Valentin,
Grupo Play,cumbia
Thurteen13,
Gauchito Club,pop,argentina,mendoza
Marcos Salas,
KALEO,blues rock,icelandic,rock
Supergrass,britpop,indie,british
Sampling Specialists,
Dayvi,brazilian,brasil,guaracha
Boyscott,surf rock,indie,USA
Natalia Jiménez,spanish,pop,españa
DJ Cesar K-OSO,
Cannons,electronic,pop,Oi
Nito Mestre,argentina,Latin Rock
Harry Nach,chilean,Reggaeton,trap
Sergi Vicente,spanish guitar,instrumental,classical guitar
Tu Rockcito,infantil
Pixies,alternative rock,alternative,indie
No Vacation,indie pop,dream pop,indie
Lynn Ahrens,schoolhouse rock,vocal,musical
Mickey Vivas,
Ritmos Latinos,
Craig Toungate,Disney,american,xmiyx
Dancing Waves,
Cuerdas Latinas,
Chorus - Pocahontas,Disney,Soundtrack
Sayian Jimmy,
Trap Capos,latin,Hip-Hop,trap
Brandon Jenner,indie,rock,USA
Exaltasamba,Pagode,brasil,samba
Slick Rick,Hip-Hop,rap,old school
IShowSpeed,jersey club,hip hop,experimental hip hop
Max Fail,
Santiago Saez,
Adrian Caño - KLDJ,
Maite Perroni,pop,latin pop,maite perroni
BANDIDO,eurodance,90s dance,female vocalists
The Rudeboyz,latin,pop,Reggaeton
Backstreet Boys,pop,boybands,90s
La Barranca,mexico,rock,Rock en Espanol
Phillipe Goldman,
David Rees,electronic,vocal,spain
Reynaldo FM,
Harry Belafonte,calypso,oldies,60s
Mr. Sandman,west coast,rap,san francisco
Creedence Clearwater Revival,classic rock,rock,Southern Rock
Skylar Simone,United States
Culture Club,80s,new wave,pop
Micro TDH,latin,hip hop,rnb
thasup,trap,rap,italian
Justin Bieber,pop,black metal,rnb
Jim Cummings,Soundtrack,Disney,humor
Vanceburg Holiness Church Choir,
Manu Rg,
Noizu Deluxe,
Matideckerdj,
Ke Personajes,Reggaeton,argentina,cumbia cheta
Bon Jovi,rock,hard rock,classic rock
Laraland,
Héctor Ortiz,ambient,computer music,sound art
Callejero Fino,Reggaeton,argentina,gordo
The Natterjacks,mumford and cunts
Andrés Cepeda,Colombia,All,latin pop
Air Supply,80s,soft rock,pop
Player,soft rock,70s,rock
Los Afro Brothers,reggae
A.I.C 83,
Alice In Chains,Grunge,alternative rock,rock
Anna Betancourt,
Nestor En Bloque,cumbia,argentina,Cumbia villera
Jenny Martinez,
SAIKO,chile,rock chileno,female vocalists
Morning Runner,indie,indie rock,british
Vitae,fifa 2002,All
Michael Bublé,jazz,swing,pop
Wiz Khalifa,Hip-Hop,rap,hip hop
Palein,
Vansire,dream pop,indie pop,Lo-Fi
Curumin,brazilian,funk,samba
Pablo Ruiz,Pablito Ruiz,pop,latin pop
Twin Forks,indie,folk,indie folk
Knak,TCB,uruguay
Elton John,pop,classic rock,singer-songwriter
Carlos Vives,latin,Colombia,vallenato
Naked Cameo,indie,rock,Austria
Rusherking,argentina
GIT,rock,Rock Argentino,pop
Hernan y La Champion's Liga,All,argentina,cumbia
YungYelaBoi,
The Vamps,pop,pop rock,british
CUERO,punk,Power metal,hardcore punk
The Cooltrane Quartet,jazz,lounge,chillout
Grizzly Bear,indie,experimental,folk
Bilk,punk,rock,alternative
Hybrid Treasure,under 2000 listeners
Dani Ribba,rap,argentina
Savages,post-punk,no wave,experimental
Mayonesa,punk,rock,hard rock
Wings,classic rock,rock,70s
White Rabbits,indie rock,indie,alternative
Coscu,
Scatman Crothers,Disney,jazz,funk
Joao Das Nieves,
Cele Arrabal,
Metronomy,electronic,new rave,experimental
Trueno,rap,Hip-Hop,white rapper
John Coltrane Quartet,jazz,free jazz,saxophone
The Temptations,soul,motown,funk
Vazquez Sounds,female vocalists,pop,cover
Fabian Gomes,
ChillHoop,
Mc Bola,brazilian,brazil,Funk paulista
Vive la Palabra,
Somnography,
Kevo DJ,
State of Waves,
Gabo Manuel,
High School Musical Cast,pop,Soundtrack,Disney
